Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_inr,Touchscreen,IPS_Panel,PPI
Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux/Android/Chrome OS,2.2,134116,0,0,141.0
Asus,Netbook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.1,26950,0,0,135.0
HP,Notebook,Intel Core i5,4,Intel UHD,Linux/Android/Chrome OS,2.04,57362,1,0,100.0
Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Linux/Android/Chrome OS,2.24,326480,0,0,141.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,97790,0,0,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.0,165440,0,0,127.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.2,153890,0,1,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.32,153890,0,1,166.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.64,140770,0,0,157.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.63,75790,0,0,100.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.8,97790,0,1,127.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.02,147400,0,0,157.0
Lenovo,Notebook,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,87890,0,0,141.0
Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,50490,0,0,100.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.3,64350,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,151470,0,0,141.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.42,331405,0,1,127.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.0,94600,0,1,141.0
Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,142890,0,1,282.0
Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,181390,0,1,141.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.93,150590,0,0,141.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.2,87715,0,0,141.0
HP,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.86,43889,0,0,141.0
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,2.62,197890,0,0,127.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.87,94490,0,1,157.0
Dell,Ultrabook,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.2,153890,1,0,276.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.6,80946,0,0,157.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.34,125950,0,1,276.0
Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,87780,0,0,141.0
Asus,Notebook,AMD E-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.0,38390,0,0,100.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,77605,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.87,86350,0,0,157.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.15,50858,0,0,141.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.86,43670,0,0,141.0
Lenovo,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.99,190190,0,1,141.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.2,54890,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,122869,0,0,141.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.42,296890,0,1,127.0
HP,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.65,59856,0,0,106.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.63,140800,0,0,127.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,24640,0,0,100.0
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Linux/Android/Chrome OS,2.8,104390,0,0,106.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,1.91,62579,0,1,141.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.18,67969,0,0,100.0
Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.25,38390,1,1,190.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.05,69300,0,0,141.0
HP,Ultrabook,Other Intel Processor,16,Intel HD,Linux/Android/Chrome OS,1.16,216150,1,1,276.0
Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,3.4,329890,0,1,127.0
Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,92290,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.21,175890,1,1,331.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.93,105490,0,0,100.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,37840,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.02,108900,0,0,112.0
HP,Workstation,Intel Core i5,8,Nvidia Quadro,Linux/Android/Chrome OS,3.14,204709,0,0,106.0
HP,Notebook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.94,42790,0,0,112.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,1.95,71390,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,91300,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.05,75350,0,0,141.0
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.24,205150,1,0,157.0
Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.6,292930,0,1,127.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.14,300190,0,0,127.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.2,82391,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,110937,0,0,100.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.49,79090,0,0,166.0
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.93,169113,0,0,141.0
Dell,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.26,32450,0,0,135.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.5,258390,0,0,127.0
HP,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.78,164780,0,1,127.0
Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,1.4,184030,0,1,157.0
Lenovo,Notebook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,2.2,66990,1,0,100.0
Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.73,194700,0,1,127.0
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.2,81290,1,0,100.0
Lenovo,Notebook,AMD A-Series,12,AMD Radeon,Linux/Android/Chrome OS,2.2,104390,0,0,141.0
Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.39,66330,1,0,135.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.8,58190,0,0,127.0
Lenovo,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.29,50490,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.37,222750,1,1,166.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.7,162140,0,1,157.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.34,183700,1,0,176.0
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.06,193930,1,0,141.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.84,134090,0,0,141.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,73533,0,0,100.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.6,36190,0,0,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.14,241890,0,0,127.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.18,51150,0,0,100.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.8,252890,0,0,282.0
Toshiba,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.2,153890,0,1,141.0
Lenovo,Notebook,Intel Core i5,6,Intel HD,Linux/Android/Chrome OS,2.4,62040,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.0,142890,1,1,141.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.6,38390,0,0,112.0
Lenovo,Notebook,Other Intel Processor,32,Nvidia Quadro,Linux/Android/Chrome OS,2.5,538890,0,1,282.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.59,96691,0,0,141.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.18,48829,0,0,100.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.25,39490,0,0,100.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.93,95590,0,0,100.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.0,128480,0,0,127.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.18,62590,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.84,152790,0,0,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.94,249465,0,0,141.0
Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.25,41690,1,1,135.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.31,123640,0,0,112.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.65,161150,0,0,157.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.2,85360,0,0,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.88,102520,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,98890,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,51480,0,0,141.0
Asus,2 in 1 Convertible,Intel Core i5,6,Intel HD,Linux/Android/Chrome OS,1.5,70291,1,0,166.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,200200,0,0,141.0
Asus,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.1,209000,0,0,157.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.62,162690,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel UHD,Linux/Android/Chrome OS,1.8,91190,0,0,141.0
Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,63690,0,0,141.0
Asus,Notebook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,2.0,43890,0,0,100.0
Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.99,99728,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.23,205590,1,0,276.0
Lenovo,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.42,27390,0,0,112.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.37,193316,1,1,166.0
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.06,263890,1,0,282.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,121990,0,1,141.0
HP,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.6,57299,0,0,108.0
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.14,269500,0,1,157.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.5,128590,0,1,141.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.4,49500,0,0,100.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.43,30140,0,0,112.0
Acer,Ultrabook,Intel Core i5,8,Intel Graphics,Linux/Android/Chrome OS,1.8,101090,0,1,157.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,133430,0,0,166.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.36,174240,0,1,176.0
Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,3.8,307890,0,1,127.0
Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,77990,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.2,159489,0,0,166.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,131098,0,0,141.0
HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,40139,0,0,100.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.0,117040,0,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.2,101090,0,0,141.0
Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux/Android/Chrome OS,2.2,124850,0,0,141.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.31,131560,0,1,141.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.42,346211,0,1,255.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.56,135190,0,0,157.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,46090,0,0,100.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.2,58850,0,0,141.0
HP,Notebook,Intel Core i3,6,AMD Radeon,Linux/Android/Chrome OS,2.04,59290,0,0,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,163545,0,0,127.0
Toshiba,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,54780,0,0,100.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.06,105050,0,0,141.0
HP,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.1,81950,0,0,141.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.0,138380,0,1,141.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,45320,0,0,100.0
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,1.9,89974,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.3,113740,1,1,166.0
Lenovo,Notebook,AMD E-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.2,38390,0,0,100.0
HP,2 in 1 Convertible,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,1.63,76890,1,1,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,142340,0,0,141.0
Asus,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.1,124850,0,0,157.0
HP,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.4,54450,1,0,135.0
Acer,Gaming,Intel Core i5,16,Nvidia GeForce,Linux/Android/Chrome OS,2.5,142890,0,0,141.0
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,109769,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.86,46090,0,0,100.0
Dell,Gaming,Intel Core i5,16,Nvidia GeForce,Linux/Android/Chrome OS,3.21,225610,0,0,141.0
HP,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.5,76890,0,1,127.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Linux/Android/Chrome OS,1.19,164890,1,1,166.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.49,309512,0,0,141.0
HP,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,1.86,67387,0,0,100.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.2,60024,0,0,100.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.65,62590,0,1,127.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,34980,0,0,100.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.45,41250,0,0,112.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.7,76890,0,0,157.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,3.14,209879,0,0,127.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.42,284900,1,0,210.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.5,107030,0,1,166.0
Acer,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.4,29590,0,0,135.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.38,192390,1,0,157.0
Asus,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.2,73590,1,0,176.0
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.36,206470,1,0,166.0
HP,Notebook,Intel Core i7,4,AMD Radeon,Linux/Android/Chrome OS,2.1,75790,0,1,141.0
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.56,90090,0,0,141.0
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.2,43890,0,0,141.0
Lenovo,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.2,47190,0,0,100.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,68360,0,0,141.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,49500,0,0,100.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.18,87450,0,0,141.0
Acer,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.6,109890,1,1,166.0
Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.18,204050,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.8,131010,0,0,157.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.71,72051,0,1,127.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,137390,0,1,141.0
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.64,119790,0,0,157.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.98,79860,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.5,32780,0,0,157.0
Dell,Notebook,Intel Core i5,16,Intel HD,Linux/Android/Chrome OS,1.93,156933,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.87,94278,0,1,157.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,129690,0,0,141.0
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.19,32780,0,0,100.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.63,132000,0,0,127.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.17,185530,0,1,210.0
HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.58,92026,1,1,118.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.32,164890,0,1,157.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.36,402534,0,0,255.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,148333,0,0,127.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,1.9,53889,0,0,100.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.2,79090,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.71,71390,1,0,166.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.32,64847,0,0,100.0
HP,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.1,53790,0,0,141.0
Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.2,212850,0,1,127.0
Dell,Notebook,Intel Core i5,12,Intel HD,Linux/Android/Chrome OS,2.25,71390,0,0,100.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.1,71500,0,0,141.0
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.4,61490,0,0,100.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.44,105600,0,1,166.0
Lenovo,Notebook,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,1.85,85690,0,0,141.0
HP,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.6,266090,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Linux/Android/Chrome OS,1.55,72490,1,0,166.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.8,230393,0,0,141.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.4,45188,0,0,100.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.0,132770,0,0,141.0
Dell,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.0,73150,0,0,100.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.25,168850,1,1,157.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.7,109890,1,0,157.0
Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.5,362890,0,1,282.0
Acer,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.68,36300,0,0,112.0
HP,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,1.86,59290,0,0,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.6,123938,0,0,112.0
HP,Workstation,Other Intel Processor,16,Nvidia Quadro,Linux/Android/Chrome OS,3.0,482790,0,1,127.0
Lenovo,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.4,52250,1,0,135.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.84,209000,0,0,141.0
Asus,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.45,63690,0,0,100.0
Lenovo,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.7,120560,0,0,157.0
Asus,Notebook,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,2.37,93489,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.3,131890,1,1,276.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,120890,0,1,141.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.59,171710,0,0,141.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.42,315589,0,1,282.0
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,65890,0,0,100.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,115280,0,1,141.0
Dell,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.18,204490,0,0,176.0
Asus,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,124190,0,1,276.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.65,93390,0,0,118.0
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.6,72050,0,0,118.0
Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Linux/Android/Chrome OS,2.8,51737,0,0,91.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.72,120890,1,1,282.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,32780,0,0,100.0
Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux/Android/Chrome OS,2.3,129940,0,0,141.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.75,112200,0,1,112.0
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,120890,0,0,141.0
HP,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.26,136840,0,0,125.0
Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,2.3,92290,1,0,141.0
